,order_id,product_id,add_to_cart_order,reordered
1563,4234,48110,22,1
1564,4234,5086,23,0
1565,4234,47953,24,1
1566,4234,21553,25,1
1567,4234,20649,26,1
1568,4234,29103,27,1
1569,4234,38547,28,1
1570,4234,21137,29,1
1571,4234,24889,30,1
1572,4234,11123,31,1
1573,4234,4288,32,0
1574,4234,47044,33,0
1575,4234,17807,34,1
1576,4234,18288,35,1
1577,4234,22935,36,0
1578,4234,5876,37,0
1629,4309,33232,1,1
1630,4309,45371,2,1
1631,4309,1463,3,1
1632,4309,29584,4,1
1633,4309,5385,5,1
1634,4309,13774,6,1
1635,4309,22128,7,0
1636,4309,30731,8,0
1637,4309,37637,9,0
1638,4309,10107,10,0
1639,4309,22825,11,1
1640,4309,19057,12,0
1641,4309,30720,13,0
1642,4309,42460,14,1
1643,4309,37927,15,1
1644,4309,20119,16,1
1645,4309,37766,17,1
1646,4309,8518,18,0
1647,4309,38739,19,1
1648,4309,5279,20,1
1649,4309,38288,21,0
1650,4309,44368,22,1
1651,4309,13076,23,0
1652,4309,15287,24,0
1688,4361,30827,1,1
1689,4361,44683,2,1
1690,4361,37687,3,1
1691,4361,46802,4,0
1728,4494,38838,1,0
1729,4494,34,2,0
1730,4494,17980,3,0
1731,4494,45007,4,0
1732,4494,48745,5,0
1733,4494,48679,6,0
1734,4494,47209,7,0
1735,4494,30169,8,0
1736,4494,17400,9,0
1737,4494,43772,10,0
1738,4494,33647,11,0
1739,4494,46700,12,0
1740,4494,21376,13,1
1741,4494,9964,14,0
1742,4494,39561,15,1
1743,4494,27336,16,0
1744,4494,39922,17,0
1745,4494,24184,18,0
1746,4494,2295,19,0
1747,4494,17706,20,0
1748,4494,14678,21,0
1749,4494,9913,22,0
1751,4505,24810,1,1
1752,4505,19660,2,1
1753,4505,19272,3,1
1754,4505,29127,4,1
1755,4505,33873,5,1
1756,4505,17027,6,1
1757,4505,21903,7,1
1758,4505,30855,8,1
1760,4556,24852,1,1
1761,4556,48857,2,1
1762,4556,26768,3,1
1763,4556,5818,4,0
1776,4577,41047,1,0
1777,4577,24850,2,1
1778,4577,43621,3,1
1779,4577,38944,4,1
1780,4577,21227,5,0
1781,4577,8193,6,0
1782,4577,10749,7,1
1783,4577,38988,8,1
1784,4577,48230,9,1
1785,4577,40878,10,1
1786,4577,6336,11,0
1787,4577,2086,12,1
1788,4577,35108,13,1
1789,4577,39561,14,1
1790,4577,39619,15,0
1791,4577,26177,16,0
1792,4577,32717,17,1
1793,4577,18370,18,0
1866,4695,13176,1,1
1867,4695,27966,2,1
1868,4695,22035,3,1
1869,4695,42265,4,1
1870,4695,35921,5,0
1871,4695,39877,6,1
1872,4695,21903,7,1
1873,4695,30776,8,1
1874,4695,20794,9,1
1875,4695,18891,10,1
1876,4695,38456,11,1
1877,4695,17706,12,1
1878,4695,33037,13,1
1879,4695,1215,14,1
1880,4695,39561,15,1
1881,4695,39578,16,1
1882,4695,27355,17,0
1883,4695,36178,18,0
1884,4695,6835,19,0
1885,4695,13984,20,0
1886,4695,35444,21,0
1887,4695,27085,22,0
1888,4695,11576,23,1
1904,4726,24571,1,1
1905,4726,49683,2,1
1906,4726,40516,3,0
1907,4726,48182,4,1
1908,4726,43295,5,0
1909,4726,34287,6,0
1910,4726,2361,7,0
1911,4726,4671,8,0
1912,4726,5618,9,0
1913,4726,19470,10,0
1914,4726,30406,11,1
1915,4726,22849,12,0
1916,4726,38510,13,0
1917,4726,42208,14,0
1918,4726,22752,15,0
1919,4726,17634,16,1
1920,4726,47216,17,1
1921,4726,33623,18,0
2029,5029,38365,1,1
2030,5029,36452,2,1
2052,5116,47993,1,0
2053,5116,38490,2,1
2054,5116,14955,3,0
2055,5116,13675,4,0
2056,5116,47766,5,1
2057,5116,45161,6,0
2058,5116,44142,7,0
2059,5116,35939,8,0
2094,5356,26088,1,1
2095,5356,15680,2,0
2096,5356,196,3,1
2097,5356,35561,4,0
2135,5437,31506,1,1
2136,5437,34243,2,0
2359,5743,23288,1,1
2360,5743,3765,2,1
2361,5743,47209,3,1
2362,5743,35851,4,1
2363,5743,38647,5,1
2364,5743,9122,6,1
2365,5743,12951,7,1
2366,5743,45210,8,1
2367,5743,27966,9,0
2368,5743,20113,10,1
2369,5743,7963,11,1
2396,5830,10441,1,1
2397,5830,33120,2,1
2398,5830,25653,3,1
2399,5830,14715,4,1
2400,5830,23452,5,1
2401,5830,7147,6,0
2745,6594,21288,1,1
2746,6594,43352,2,1
2747,6594,31805,3,1
2748,6594,31759,4,1
3005,7034,40604,1,1
3006,7034,35939,2,1
3007,7034,44632,3,1
3008,7034,46206,4,1
3009,7034,22935,5,1
3010,7034,24184,6,0
3011,7034,44008,7,1
3012,7034,6344,8,1
3013,7034,48205,9,0
3014,7034,49235,10,0
3015,7034,8424,11,0
3016,7034,23787,12,0
3017,7034,37787,13,0
3060,7177,10504,1,1
3061,7177,35951,2,1
3062,7177,3457,3,1
3063,7177,4605,4,1
3064,7177,34358,5,1
3163,7615,32141,1,1
3164,7615,4210,2,1
3165,7615,3592,3,1
3166,7615,19389,4,1
3167,7615,42890,5,1
3168,7615,22695,6,1
3169,7615,40376,7,1
3170,7615,32355,8,1
3171,7615,48723,9,1
3172,7615,47926,10,1
3173,7615,12962,11,1
3174,7615,19505,12,1
3175,7615,7736,13,1
3176,7615,17233,14,1
3177,7615,33232,15,0
3246,7793,26194,1,0
3247,7793,13176,2,1
3248,7793,27401,3,1
3249,7793,37317,4,1
3250,7793,37691,5,1
3251,7793,17122,6,1
3252,7793,46932,7,1
3253,7793,21903,8,1
3254,7793,47209,9,1
3255,7793,38562,10,1
3256,7793,24221,11,1
3257,7793,23579,12,1
3258,7793,4945,13,1
3259,7793,27966,14,1
3260,7793,12581,15,1
3261,7793,26604,16,1
3262,7793,31717,17,1
3263,7793,21137,18,1
3264,7793,2966,19,1
3265,7793,34969,20,1
3266,7793,47626,21,1
3267,7793,45788,22,1
3268,7793,4855,23,1
3269,7793,37638,24,1
3270,7793,8615,25,1
3271,7793,26800,26,1
3272,7793,31555,27,1
3273,7793,46802,28,1
3274,7793,40634,29,1
3275,7793,47155,30,0
3276,7793,42768,31,1
3277,7793,4847,32,1
3278,7793,24860,33,1
3279,7793,24985,34,0
3280,7793,39247,35,1
3281,7793,39040,36,1
3282,7793,48423,37,1
3283,7793,3376,38,1
3284,7793,22395,39,1
3285,7793,22825,40,1
3286,7793,37942,41,1
3287,7793,48679,42,1
3288,7793,9839,43,1
3289,7793,27156,44,1
3290,7793,28764,45,0
3291,7793,41065,46,0
3292,7793,8006,47,0
3293,7793,18441,48,0
3294,7793,24830,49,1
3295,7793,26940,50,0
3296,7793,26209,51,1
3297,7793,24964,52,1
3298,7793,21914,53,0
3299,7793,10551,54,1
3580,8568,35734,1,0
3581,8568,19057,2,1
3582,8568,40759,3,0
3583,8568,20995,4,1
3584,8568,48802,5,1
3585,8568,39799,6,1
3586,8568,35263,7,0
4123,10287,3298,1,1
4193,10414,1947,1,1
4194,10414,48933,2,0
4195,10414,32710,3,0
4196,10414,24852,4,0
4197,10414,18523,5,0
4198,10414,812,6,0
4199,10414,44277,7,0
4200,10414,31173,8,0
4201,10414,23165,9,0
4202,10414,20114,10,0
4203,10414,27406,11,0
4204,10446,13948,1,0
4205,10446,500,2,0
4206,10446,31860,3,0
4207,10446,20776,4,0
4278,10713,21295,1,1
4279,10713,28204,2,1
4280,10713,38689,3,1
4281,10713,24852,4,1
4282,10713,6774,5,1
4283,10713,27451,6,1
4284,10713,13702,7,0
4285,10713,30489,8,0
4286,10713,15399,9,1
4287,10713,42342,10,1
4288,10713,28928,11,1
4289,10713,41177,12,1
4290,10713,4920,13,1
4291,10713,21791,14,1
4478,10988,24852,1,1
4479,10988,20577,2,0
4480,10988,47141,3,1
4481,10988,25146,4,1
4482,10988,22051,5,0
4483,10988,29685,6,0
4484,10988,43459,7,0
4522,11168,11481,1,1
4523,11168,46138,2,0
4524,11168,17550,3,0
4525,11168,48821,4,0
4526,11168,36926,5,0
4527,11168,5451,6,0
4528,11168,38293,7,1
4529,11168,11005,8,0
4530,11168,29027,9,1
4531,11168,25588,10,1
4532,11168,40604,11,1
4533,11168,18465,12,1
4534,11168,14780,13,1
4535,11168,12383,14,1
4536,11168,39966,15,1
4537,11168,436,16,1
4538,11168,23161,17,0
4539,11168,34214,18,1
4540,11168,9779,19,0
4541,11168,45195,20,0
4542,11168,890,21,0
4693,11478,23537,1,0
4694,11478,2078,2,0
4695,11478,14814,3,0
4696,11478,28985,4,0
4757,11650,13176,1,1
4758,11650,47209,2,1
4759,11650,10749,3,1
4760,11650,12206,4,1
4761,11650,21137,5,0
4762,11650,30391,6,1
4763,11650,48679,7,1
4764,11650,37687,8,1
4803,11806,18465,1,1
4804,11806,28021,2,0
4881,12009,11491,1,0
4882,12009,33198,2,0
4959,12393,34968,1,0
4960,12393,32403,2,1
4961,12393,35045,3,1
4962,12393,4137,4,1
4963,12393,26040,5,1
4964,12393,1695,6,0
4965,12393,46541,7,0
4966,12393,39945,8,0
5007,12538,35521,1,0
5008,12538,19660,2,1
5009,12538,13176,3,1
5010,12538,8174,4,1
5011,12538,5785,5,1
5012,12538,18370,6,1
5013,12538,17794,7,1
5014,12538,21137,8,0
5015,12538,21405,9,0
5016,12538,35163,10,0
5017,12538,31073,11,0
5018,12538,10944,12,0
5019,12538,39984,13,1
5020,12538,34126,14,0
5021,12538,26104,15,1
5022,12538,30505,16,1
5023,12538,49533,17,0
5024,12538,17830,18,1
5025,12538,27554,19,1
5026,12538,405,20,1
5027,12538,34065,21,0
5028,12538,22518,22,0
5029,12538,1446,23,0
5030,12538,11628,24,0
5031,12538,15794,25,0
5032,12538,39097,26,0
5354,13038,49683,1,1
5355,13038,31725,2,1
5356,13038,39299,3,1
5357,13038,4447,4,0
5358,13038,44710,5,0
5359,13038,45679,6,0
5360,13038,36772,7,0
5361,13038,15663,8,0
5362,13038,29553,9,0
5363,13038,23679,10,0
5386,13073,28473,1,0
5387,13073,40009,2,0
5388,13073,30695,3,0
5389,13073,24852,4,1
5390,13073,22243,5,0
5391,13073,9326,6,0
5392,13073,32478,7,0
5393,13073,18288,8,0
5415,13200,10957,1,0
5524,13555,49610,1,1
5525,13555,28156,2,1
5526,13555,17872,3,1
5527,13555,42265,4,1
5528,13555,31869,5,1
5639,13771,30776,1,1
5640,13771,28373,2,1
5641,13771,9337,3,0
5642,13771,47155,4,0
5643,13771,31964,5,1
5856,14301,12087,1,1
5857,14301,16696,2,1
5858,14301,23044,3,1
5859,14301,20119,4,0
5860,14301,44632,5,0
5861,14301,17191,6,0
5862,14301,8193,7,0
5863,14301,17341,8,0
5864,14301,39719,9,0
5865,14301,44514,10,0
5866,14301,49381,11,0
5867,14301,26118,12,0
5868,14301,10421,13,0
5869,14301,9759,14,0
5870,14301,15664,15,0
5871,14301,43698,16,0
5872,14301,1360,17,1
5873,14301,19145,18,0
5874,14301,24852,19,0
5875,14301,10365,20,1
5876,14301,47145,21,1
5877,14301,29487,22,0
5878,14301,9493,23,0
5879,14301,21025,24,0
5880,14301,27344,25,0
5881,14305,27845,1,1
5882,14305,40706,2,1
5883,14305,38400,3,1
5884,14305,18362,4,0
5885,14305,36126,5,0
5886,14305,39781,6,0
5887,14305,30489,7,0
5888,14305,22480,8,0
5889,14305,17526,9,0
5941,14430,14947,1,1
5942,14430,21709,2,0
5943,14430,12919,3,1
5944,14430,47977,4,1
5945,14430,36316,5,0
5946,14430,812,6,0
5960,14538,25138,1,1
5961,14538,18031,2,1
5962,14538,39275,3,1
5963,14538,3025,4,1
5964,14538,48935,5,1
5965,14538,17948,6,1
5966,14538,5640,7,0
5985,14654,44632,1,1
5986,14654,21267,2,1
5987,14654,13176,3,1
5988,14654,6809,4,1
5989,14654,17794,5,1
5990,14654,11068,6,1
5991,14654,10106,7,1
5992,14654,31553,8,1
5993,14654,39886,9,0
5994,14654,16415,10,1
5995,14654,38622,11,1
5996,14654,1090,12,1
5997,14654,37055,13,1
5998,14654,3913,14,0
5999,14654,8424,15,0
6000,14654,45013,16,1
6082,14971,5612,1,1
6083,14971,39275,2,1
6084,14971,28699,3,0
6085,14971,30385,4,0
6086,14971,16797,5,0
6087,14971,22312,6,0
6146,15113,18441,1,1
6147,15113,21137,2,1
6148,15113,7121,3,1
6149,15113,8021,4,1
6150,15113,18465,5,1
6151,15113,27845,6,1
6152,15113,25890,7,1
6153,15113,39275,8,1
6154,15113,11777,9,1
6155,15113,16400,10,0
6156,15113,43713,11,1
6196,15177,27469,1,0
6197,15177,19345,2,0
6198,15177,37849,3,0
6199,15177,41844,4,0
6200,15177,30910,5,1
6201,15177,16844,6,1
6202,15177,41276,7,1
6203,15177,41311,8,1
6204,15177,23405,9,1
6205,15177,27686,10,1
6206,15177,48535,11,1
6207,15177,10957,12,1
6208,15177,44475,13,1
6209,15177,28157,14,1
6210,15177,8424,15,0
6211,15177,31338,16,1
6212,15177,22282,17,1
6213,15177,17490,18,1
6214,15177,15537,19,1
6215,15177,4161,20,0
6216,15177,18762,21,0
6262,15477,7736,1,0
6263,15477,9755,2,0
6264,15477,13977,3,0
6265,15477,1405,4,0
6266,15477,7825,5,0
6267,15477,12916,6,0
6268,15477,32047,7,0
6269,15477,31374,8,0
6270,15477,46175,9,1
6271,15477,5665,10,0
6272,15477,37908,11,0
6273,15477,18022,12,0
6465,15929,6141,1,0
6466,15929,18352,2,0
6467,15929,47209,3,1
6468,15929,12260,4,0
6579,16224,24830,1,0
6580,16224,26209,2,1
6581,16224,31506,3,1
6582,16224,21137,4,1
6583,16224,32655,5,1
6584,16224,47766,6,1
6585,16224,28985,7,1
6586,16224,48775,8,1
6587,16224,47734,9,0
6588,16224,28849,10,0
6589,16224,31717,11,1
6590,16224,19508,12,0
6591,16224,39247,13,1
6592,16224,5876,14,1
6593,16224,12341,15,0
6594,16224,37141,16,1
6620,16263,33198,1,1
6621,16263,44471,2,1
6622,16263,30323,3,0
6623,16263,7371,4,0
6624,16263,6567,5,0
6714,16664,24852,1,1
6715,16664,12312,2,0
6716,16664,4232,3,0
6717,16664,12157,4,0
6718,16664,4086,5,0
6719,16664,47042,6,0
6720,16664,30391,7,0
6721,16664,34300,8,0
6722,16664,40706,9,0
6723,16664,20767,10,0
6724,16664,17038,11,0
6725,16664,48017,12,0
6726,16664,39485,13,0
6727,16664,11481,14,0
6728,16664,46505,15,0
6729,16664,3142,16,0
6730,16677,43154,1,1
6731,16677,11266,2,1
6732,16677,43712,3,1
6733,16677,25146,4,1
6734,16677,18441,5,0
6735,16677,1729,6,1
6736,16677,2855,7,0
6860,17102,48697,1,0
6861,17102,19343,2,0
7128,17610,43182,1,1
7129,17610,18465,2,1
7130,17610,6400,3,1
7131,17610,13176,4,1
7132,17610,30391,5,1
7133,17610,28204,6,1
7134,17610,34969,7,1
7135,17610,40396,8,1
7136,17610,47626,9,1
7137,17610,24838,10,1
7138,17610,42244,11,1
7139,17610,2592,12,1
7140,17610,21137,13,1
7141,17610,37718,14,1
7142,17610,16185,15,1
7143,17610,38544,16,1
7144,17610,38739,17,1
7145,17610,22474,18,1
7146,17610,5134,19,1
7147,17610,33636,20,1
7148,17610,29926,21,1
7149,17610,8012,22,1
7150,17610,34358,23,1
7151,17610,49075,24,1
7152,17610,38273,25,1
7153,17610,44514,26,1
7154,17610,23029,27,1
7155,17610,26209,28,1
7156,17610,9339,29,1
7157,17610,10504,30,1
7158,17610,2295,31,1
7159,17610,8518,32,1
7160,17610,651,33,1
7161,17610,11286,34,0
7187,17618,11281,1,1
7188,17618,1439,2,0
7189,17618,5247,3,1
7190,17618,36118,4,0
7191,17618,6195,5,0
7192,17618,21737,6,0
7193,17618,47888,7,0
7194,17618,39041,8,0
7195,17618,39035,9,0
7196,17618,14901,10,0
7197,17618,35289,11,0
7198,17618,31102,12,1
7485,18099,30353,1,1
7823,19097,38689,1,1
7824,19097,24852,2,1
7825,19097,4793,3,1
7826,19097,23794,4,1
7827,19097,260,5,1
7828,19097,31238,6,1
7829,19097,47766,7,1
7830,19097,19660,8,1
7831,19097,42460,9,1
7832,19097,17600,10,1
7833,19097,26790,11,1
7834,19097,49075,12,1
7835,19097,41658,13,1
7836,19097,47626,14,1
7837,19097,42828,15,1
7838,19097,34448,16,1
7839,19097,4945,17,1
7840,19097,19115,18,1
7841,19097,49610,19,1
7842,19097,41844,20,1
7843,19097,15995,21,1
7844,19097,35547,22,1
7845,19097,29898,23,1
7846,19097,43352,24,1
7847,19097,39275,25,1
7848,19097,26209,26,1
7849,19097,12732,27,1
7850,19097,22144,28,1
7851,19097,7175,29,1
7852,19097,20549,30,1
7853,19097,38662,31,1
7854,19097,2888,32,1
7855,19097,23554,33,1
7856,19097,47788,34,1
7857,19097,31717,35,1
7858,19097,8138,36,1
7859,19097,20574,37,1
7860,19097,27423,38,1
7861,19097,30391,39,1
7862,19097,21376,40,1
7863,19097,37065,41,1
7864,19097,46692,42,1
7865,19097,24561,43,1
7866,19097,47439,44,1
7867,19097,46979,45,1
7868,19097,13780,46,1
7869,19098,38400,1,1
7870,19098,24852,2,1
7871,19098,16797,3,1
7872,19098,34050,4,1
7873,19098,32429,5,1
7874,19098,7628,6,1
7875,19098,15290,7,1
7876,19098,19938,8,1
7877,19098,21601,9,1
7878,19098,30235,10,1
7879,19098,36070,11,1
7880,19098,46692,12,1
7881,19098,44199,13,1
7882,19098,29675,14,1
7883,19098,36618,15,0
7884,19098,48596,16,0
7885,19098,6680,17,0
7886,19098,19333,18,1
7887,19098,10504,19,0
7888,19098,10473,20,0
7889,19098,287,21,1
7890,19145,38818,1,1
7891,19145,14671,2,1
7892,19145,12013,3,1
7893,19145,8587,4,1
7894,19145,20704,5,1
7895,19145,27104,6,1
7896,19145,40897,7,1
7897,19145,12916,8,0
7898,19145,34523,9,0
7899,19145,5450,10,1
7900,19145,43772,11,1
7901,19145,34434,12,0
7902,19145,41844,13,0
7903,19145,28427,14,0
7904,19145,33894,15,0
7905,19145,26348,16,0
7906,19145,46088,17,1
7911,19177,12341,1,1
7912,19177,21137,2,1
7913,19177,21288,3,0
7914,19177,9434,4,0
7915,19177,29223,5,0
7916,19177,9213,6,0
7917,19177,6758,7,0
7932,19211,20025,1,1
7933,19211,18191,2,1
8072,19485,20754,1,1
8073,19485,28682,2,1
8074,19485,28465,3,1
8075,19485,8309,4,1
8076,19485,13263,5,1
8077,19485,36865,6,1
8078,19485,24799,7,1
8079,19485,35132,8,0
8080,19485,21903,9,1
8081,19485,40706,10,1
8082,19485,49683,11,0
8083,19485,8518,12,0
8084,19485,47626,13,0
8085,19485,40604,14,0
8086,19485,49235,15,0
8087,19485,27881,16,0
8088,19485,41055,17,0
8089,19485,7131,18,0
8090,19485,33731,19,1
8291,20008,130,1,0
8292,20008,33720,2,0
8293,20008,5346,3,0
8294,20008,10685,4,0
8295,20008,22469,5,0
8296,20008,16974,6,0
8297,20008,4557,7,0
8298,20008,13535,8,0
8342,20137,13176,1,1
8343,20137,33787,2,1
8344,20137,44418,3,1
8345,20137,40199,4,1
8346,20137,21150,5,1
8347,20137,15902,6,1
8348,20137,21872,7,1
8349,20137,3717,8,1
8350,20137,9290,9,0
8351,20137,47155,10,0
8352,20137,644,11,0
8353,20137,7411,12,0
8354,20137,33337,13,0
8355,20137,19143,14,0
8356,20137,24372,15,0
8357,20137,16995,16,0
8358,20137,18594,17,1
8359,20137,35163,18,0
8360,20137,43961,19,1
8361,20137,44926,20,0
8362,20137,23645,21,0
8363,20137,40709,22,0
8364,20137,14780,23,0
8365,20137,10080,24,0
8366,20137,44761,25,0
8367,20137,47766,26,0
8368,20137,21709,27,0
8369,20137,44375,28,0
8370,20137,37074,29,0
8371,20137,17224,30,0
8372,20137,15433,31,0
8373,20137,10715,32,0
8374,20137,29950,33,1
8375,20137,2275,34,0
8376,20137,18610,35,0
8377,20137,3481,36,0
8378,20137,34190,37,0
8442,20258,31717,1,1
8443,20258,3957,2,1
8444,20258,29662,3,0
8445,20258,9421,4,1
8446,20258,38295,5,0
8447,20258,20734,6,0
8448,20258,34243,7,0
8654,20756,2692,1,0
8655,20756,30960,2,0
8656,20756,10321,3,0
8657,20756,39434,4,1
8658,20756,45123,5,0
8659,20756,22935,6,0
8660,20756,648,7,1
8661,20756,47962,8,1
8662,20756,34449,9,1
8663,20756,25575,10,1
8664,20756,18713,11,1
8665,20756,429,12,1
8740,20990,21137,1,1
8741,20990,39275,2,0
8742,20990,31287,3,1
8743,20990,33294,4,0
8744,20990,8518,5,1
8745,20990,25138,6,1
8822,21173,23892,1,0
8823,21173,11777,2,1
8824,21173,29791,3,0
8825,21173,27104,4,1
8826,21173,7295,5,0
8827,21173,45099,6,0
8828,21173,30021,7,0
8989,21580,37795,1,1
8990,21580,26629,2,1
8991,21580,27246,3,1
8992,21580,7963,4,1
8993,21580,12333,5,1
9227,22093,31860,1,1
9260,22126,5258,1,1
9261,22126,14233,2,1
9262,22126,46061,3,1
9517,22875,48383,1,0
9518,22875,44422,2,1
9519,22875,25630,3,0
9520,22875,21777,4,0
9521,22875,35951,5,1
9522,22875,9839,6,1
9523,22875,37067,7,0
9524,22875,8277,8,0
9525,22875,25890,9,1
9526,22875,30391,10,1
9527,22875,43768,11,1
9528,22875,10749,12,1
9529,22875,1244,13,1
9530,22875,1787,14,0
9531,22875,26209,15,1
9532,22875,8518,16,1
9533,22875,31343,17,1
9534,22875,22124,18,1
9535,22875,47087,19,1
9536,22875,11925,20,0
9537,22875,1516,21,1
9538,22875,46802,22,1
9539,22875,28985,23,1
9540,22875,19094,24,1
9541,22875,4799,25,1
9542,22875,33401,26,1
9543,22875,40604,27,1
9544,22875,24160,28,1
9545,22875,5161,29,0
9546,22875,20345,30,1
9547,22875,27086,31,0
9548,22875,20034,32,0
9741,23329,13176,1,1
9742,23329,22825,2,1
9743,23329,47766,3,1
9744,23329,34969,4,1
9745,23329,38383,5,1
9746,23329,16131,6,1
9747,23329,23537,7,1
9748,23329,21137,8,1
9749,23329,17652,9,1
9750,23329,42265,10,1
9751,23329,6999,11,1
9752,23329,31955,12,0
9753,23329,42803,13,1
9754,23329,17615,14,1
9755,23329,5959,15,1
9906,23764,16462,1,0
9907,23764,9870,2,1
9908,23764,5918,3,0
10053,24211,5077,1,1
10054,24211,14218,2,1
10055,24211,27845,3,1
10056,24211,38890,4,1
10057,24211,24852,5,1
10058,24211,31041,6,1
10100,24365,30391,1,1
10101,24365,6286,2,1
10102,24365,781,3,1
10103,24365,5876,4,1
10104,24365,11941,5,1
10105,24365,18027,6,1
10106,24365,39055,7,1
10107,24365,28928,8,1
10108,24365,8358,9,1
10109,24365,41950,10,1
10110,24365,10798,11,1
10111,24365,28058,12,1
10112,24365,28437,13,1
10113,24365,4799,14,1
10114,24365,38456,15,1
10115,24365,19057,16,0
10116,24365,26604,17,1
10117,24365,43355,18,0
10118,24365,38558,19,0
10119,24365,32537,20,0
10120,24365,22935,21,1
10121,24365,24009,22,0
10194,24482,8512,1,0
10195,24482,24852,2,1
10196,24482,21553,3,1
10197,24482,5450,4,1
10198,24482,19348,5,1
10199,24482,48762,6,1
10200,24482,4889,7,1
10201,24482,4920,8,1
10217,24664,28900,1,0
10218,24664,28911,2,0
10219,24664,10673,3,0
10220,24664,21497,4,1
10221,24664,31683,5,0
10222,24664,41863,6,1
10223,24664,17616,7,1
10224,24664,13944,8,1
10225,24664,40910,9,1
10226,24664,17341,10,1
10227,24664,27801,11,1
10228,24664,40592,12,1
10229,24664,33452,13,1
10230,24664,44234,14,1
10231,24664,36884,15,0
10232,24664,29520,16,1
10233,24664,44167,17,0
10479,25219,16309,1,1
10480,25219,38949,2,1
10481,25219,264,3,1
10482,25219,21225,4,1
10483,25219,20955,5,1
10484,25219,32478,6,1
10485,25219,1819,7,1
10486,25219,11073,8,1
10487,25219,8296,9,0
10488,25219,21709,10,1
10489,25219,9387,11,1
